id,created_at,user_name,text
84,2007-08-10 23:18:02,ryo_grid,mailプロトコルを基盤としたP2Pネットワーク実現フレームワーク。NATやファイヤーウォールも怖くない。
85,2007-08-11 00:03:41,ryo_grid,twitterのメッセージとフレンド機能を基盤としてSNSモドキを作れるよね
86,2007-08-11 00:15:05,ryo_grid,みんなどんどんひらめこうぜ!!
87,2007-08-11 03:51:02,ikomaru,野球の中継をtwitter経由で伝達する仕組み
88,2007-08-11 06:12:07,ululun,アイディアマラソンもだけど「お題」があるとやりやすいんだよね。何も無いところから捻ろうとすると思いつかない。というアイディア＜前も何処かで呟いた気が
89,2007-08-11 06:39:02,masa_edw,typoを報告できるwebサービス。ブログパーツとして登録すると、自分のブログ内のtypoの数と箇所が表示される。
90,2007-08-11 06:45:03,lurker_,istブログパーツをはてなで使えるようにする
91,2007-08-11 06:48:02,NStyles,istブログパーツをホラー映画用にリメイク。ページを開くと上から車じゃなくてぶら下がった人が降ってくる。
92,2007-08-11 07:33:03,ikomaru,オフィスの最寄りの駅を登録しておくと、最寄りの駅の終電の１０分まえに報告してくれるWebService twitter 可
93,2007-08-11 07:39:02,ikomaru,ブログコンシェルジュ。こんだけブログが広まって、あまたのブログパーツが手に入れれるようになった今、いまいち、どのパーツをいれたらいいかとか、どこにおいたらいいかとわかんないので、それをシステムで提案する仕組み
94,2007-08-11 07:39:02,ikomaru,WebアプリでのOLE基盤的なものがほしい。どうやってつくるのかも考えないとだめだけれども、Windowsで、ExcelのグラフをWord上にはりつけられるようになったように、Webアプリでもこの手の連携ができるようにならないと、実用とは呼べない。
95,2007-08-11 07:39:02,lurker_,自宅警備士っていう資格を作る
96,2007-08-11 07:39:02,ikomaru,twitter版不幸の手紙を作ったらおこられるかな。おこられるな。でも、うわさが伝搬するしくみなどを解明できそうなきがするんだけど。
97,2007-08-11 07:45:03,ikomaru,twitter バトンレース。10人組みぐらいで競争して、最後の人にバトンを先にわたせたチームがかち。バトンは、@xxxx ○○バトン(1) みたいな形式でわたしていく
98,2007-08-11 07:45:03,lurker_,dankogaiの部屋にはてなユーザーが自由に出入りできるようにする
99,2007-08-11 07:51:04,ikomaru,超災害対策サイト。必要な備品とか、災害がおこったら何をするかとか、避難場所を共有。また自宅の住所とオフィスをいれるとよくあるハザート図？家にあるいて帰る道みたいなのを提示してくれたり。
100,2007-08-11 07:51:04,ikomaru,超レンタルオフィスがほしい。いわゆるIT系企業とかで、椅子をあまっているところを任意の登録した人に貸すしくみ。満喫にいかなくてもすむし、いろんな人と交流するきっかけになる
101,2007-08-11 07:54:03,ikomaru,超スケジュール。スケジュール（時間、場所）を google カレンダーに登録しておくと、自動で目覚まし時計をセットしてくれて、行き先のgoogle mapの印刷をしてくれて、行程を印刷してくれるアプリ。ほすい。
102,2007-08-11 07:54:04,NStyles,持ってる電化製品の型番を登録したらRSSでリコール情報を流してくれるサイト。
103,2007-08-11 07:57:47,ikomaru,under twitter。もう、文章すら共有しない。ねると、自動的にねたとかそういう単語レベルで共有。
104,2007-08-11 07:57:47,masa_edw,Ruby/Cocoaを使ってRuby/SDLをMac上で動くようにする
105,2007-08-11 08:18:02,ululun,twitterのhiramekiを別管理したい。\nidを二つ作る以外で良い方法は無いか。
106,2007-08-11 08:30:03,lurker_,うざくないistブログパーツを作る
107,2007-08-11 08:42:02,yoh596,夫婦仲が円満になる御呪いブログパーツ。もしくは、修羅場を解消してくれるtwitter bot
108,2007-08-11 08:42:02,lurker_,こんなに遅くまで何やってるのって言ってくれるtwitter botを作る
109,2007-08-11 10:15:02,dev0000,過疎地域をハーレム特区として認定
110,2007-08-11 12:48:02,sleepwalk,ideamiみたいにひらめきに投票できるようにする。
111,2007-08-11 12:51:02,sleepwalk,twitterで人狼。
112,2007-08-11 13:24:02,ryo_grid,せっかくなので皆さん、ひらめいったーを楽しくするアイデアも出してください|
113,2007-08-11 13:30:02,ryo_grid,bittorrentを内部で使用して、ニコニコ動画をP2pでキャッシュしながらダウソできるFlash
114,2007-08-11 14:21:02,ululun,@hirameki　あとは、ひらめいったーに加盟している人でアイディアマラソンオフラインミーティングｗｗ
115,2007-08-11 14:21:02,ululun,はてなグループに「ひらめき部」を開設するというのは？　はてなid持ってなかったら私が開設しますよ
116,2007-08-11 14:30:04,todesking, キーボードに防水加工する
117,2007-08-11 14:36:12,lomo,TumblrのOPMLを共有する試み
118,2007-08-11 14:36:12,lomo,TumblrのFriend&amp;FollowerのOPMLを自動生成するサービス
119,2007-08-11 14:54:13,todesking, 重いブログパーツを大量に設置する管理者を投獄する
120,2007-08-11 15:03:02,m_um_u,「ひらめき」と「たのみこむ」の違いがよくわからないので分かるようにする
121,2007-08-11 15:51:02,todesking, 渡辺千賀のアイコラを作成する  （ ref:http://www.chikawatanabe.com/blog/2007/08/post-3.html ）
122,2007-08-11 16:09:02,todesking, 戦争を起こす
123,2007-08-11 16:15:02,todesking,youpy の tumblr に貼ってある midi を止める
124,2007-08-11 16:48:02,todesking, 自称女子中学生がほんとうに女子中学生なのか判別するシステム
125,2007-08-11 17:12:02,todesking, 人道的な大量破壊兵器を開発し、使用する
126,2007-08-11 17:15:12,todesking, 引き篭もりの非合法化
127,2007-08-11 17:15:12,todesking, リア充にとって生きにくい社会を作る
128,2007-08-11 17:18:01,todesking, 初心者でもうざいブログパーツが作れるジェネレータの開発
129,2007-08-11 17:18:01,todesking, 団塊世代に素手でトイレ掃除することを強制して謙虚さを学ばせる
130,2007-08-11 17:24:07,hitode909,地球温暖化を食い止める10の方法
131,2007-08-11 17:27:10,todesking, 遺伝子操作で人間そっくりな外観の家畜（食肉用）をつくる
132,2007-08-11 17:27:10,todesking, ニートの義務化
133,2007-08-11 17:30:06,wazurai, 「キレイ」のダイズか。
134,2007-08-11 17:30:06,hitode909,修羅場をustreamで中継
135,2007-08-11 17:30:06,todesking, 癌細胞を無限に培養して、食す
136,2007-08-11 17:36:02,hitode909,ここに仕事を書いとけば誰かがやってくれる
137,2007-08-11 17:39:03,todesking,reblog の合法化
138,2007-08-11 18:12:01,todesking, マークアップエンジニア探知機
139,2007-08-11 18:15:08,todesking, マークアップエンジニアの労働組合を結成し、抗議声明を発表する
140,2007-08-11 18:18:02,todesking, “飽きてきたお気に入りの絵は左右反転させるとまだまだいける”という認知科学的に興味深い原理を応用した画像ビューワ
141,2007-08-11 18:30:02,todesking, 蛇口から豆乳が出る
142,2007-08-11 18:33:09,ryo_grid,匿名の多数人間で具体的に何を扱っているのかを知られることなくブレインストーミングが行えるサービス
143,2007-08-11 18:33:10,ryo_grid,web上でカスタマイザブルなパーソナライズド検索エンジン
144,2007-08-11 18:39:01,todesking, グロ動画 Tube
145,2007-08-11 18:39:01,nkoz,よくある勘違いを蓄積したサイトを作って勘違いを助長する
146,2007-08-11 18:39:01,todesking, 「あの悲劇を忘れてはならない」等の理由をつけて、 NHK で一日中グロ動画を放映する
147,2007-08-11 18:39:01,monado,\nfollowingしたユーザをひたすら罵倒し続けるtwitter BOT
148,2007-08-11 18:48:02,asyurei,hiramekiへコメントがtwitterへ流れてくるかどうか選べるようにする
149,2007-08-11 18:48:02,ryo_grid,twitterでお仕事のアウトソーシングを受け付けるインド人 brushed http://twitter.com/hirameki/statuses/200867112
150,2007-08-11 18:48:02,nkoz,@hiramekiに@hiramekiをつけて返信してさらにそれに@hiramekiをつけて返信…無限ループに
151,2007-08-11 18:51:02,ryo_grid,wikiを使って不特定多数で小説を完成させる。SF小説なら書き手もオチが分からないから、読み手もわかるわけがないという寸法。
152,2007-08-11 18:51:02,ryo_grid,twitterでお題を出して、笑点みたいなことする
153,2007-08-11 18:51:02,ryo_grid,twitterで一行ずつ小説を書いていく
154,2007-08-11 19:21:01,lurker_,dankogaiがhiramekiでブログの更新を伝えるというアイデア
155,2007-08-11 19:21:01,lurker_,hiramekiを利用して情報発信する
156,2007-08-11 20:09:02,ujihisa,  hirame 食べたい
157,2007-08-11 20:27:02,m_um_u,蛭子神用に強化外骨格を作って淡路島に祀る
158,2007-08-11 20:33:01,dotk3,ヾ(･ω･)ﾉ
159,2007-08-11 20:39:02,ryo_grid,ってか、twitterのtwitにビデオ貼り付けられたり、ファイルを添付したりできるようにしてほしいよね。
160,2007-08-11 20:48:01,ryo_grid,情報を操作するためのスクリプト言語
161,2007-08-11 20:48:01,ryo_grid,あるBlogエントリのURLを登録すると、その後関連エントリが書かれた場合、通知されるサービス
162,2007-08-11 20:48:01,ryo_grid,SBMで特定のタグがつけられたものだけクロール対象とする検索エンジン。とか。特定のタグをつけただけで何かが行われるっていうソリューションはないものか。
163,2007-08-11 20:51:01,ryo_grid,チャット機能をウリにしたSNS
164,2007-08-11 20:51:01,ryo_grid,モジュールの組み合わせで構築できる、業務アプリケーション構築フレームワーク
165,2007-08-11 20:51:01,ryo_grid,ブログのエントリなどをランデブーポイントとして人々を結びつけるサービス(モヒカンチャットで失敗したわけだが)
166,2007-08-11 20:51:01,m_um_u,専門書なんかも扱ってる貸し本・マンガ屋（兼カフェ）。安価形式で買取とか
167,2007-08-11 20:51:01,ryo_grid,Web APIに広告を入れるにはどうすればよいか？
168,2007-08-11 20:51:01,ryo_grid,Webで手に入る各種ポイントを交換したり、換金することができるサービス。ジョジョのしげちーみたいに、いらないポイントをいっぱい集めるの。
169,2007-08-11 20:54:02,ryo_grid,ゴミトレード.com
170,2007-08-11 20:54:02,ryo_grid,世界中のWebサーバを結びつけて、世界中のユーザのブラウジング行動を導き出す(リファラとか使って)
171,2007-08-11 20:54:02,ryo_grid,携帯サイトや携帯アプリを多数の携帯本体を用いて検証する業務を行う会社
172,2007-08-11 20:54:02,ryo_grid,現地設営型SNS。たとえば、あるBlogの上にSNSを構築するとか。Yahooが買収した会社で何かあったなぁ。
173,2007-08-11 20:54:02,todesking,@kyoujin のアウトプットを @hirameki にリダイレクトしてみる
174,2007-08-11 20:54:02,ryo_grid,継続的な検索エンジン
175,2007-08-11 20:57:01,hmori,音声で会議ができるサービス。過去発言も見ることが出来て、発言者、スレッドが使える。
176,2007-08-11 20:57:01,ryo_grid,日々学んだ各種プロセスを集積して、後に生かすためのシステム。ああ、ナレッジマネジメントというやつか。
177,2007-08-11 20:57:01,ryo_grid,チェーンメール支援システム
178,2007-08-11 20:57:01,ryo_grid,SBMは、ブクマに重み付けできるようにする必要があるよね
179,2007-08-11 21:00:13,ryo_grid,ネット対戦ができる将棋版
180,2007-08-11 21:00:14,yheld,ustream.tvの中の人に視聴率調査を実装してもらうのはどうか
181,2007-08-11 21:03:05,hitode909,@sigotoに@つきで仕事を書くと暇とかreblogとか書いてる人に仕事を転送する
182,2007-08-11 21:03:05,todesking, 虐殺をリアルタイムに動画配信する
183,2007-08-11 21:06:02,hitode909,BBQをustreamで中継する
184,2007-08-11 21:12:03,hitode909,誰かが俺の代わりに働く
185,2007-08-11 21:12:03,ayohata,シアトル系カフェAPI
186,2007-08-11 21:12:03,ryo_grid,社内用のシステムにすればいいかも(http://twitter.com/hirameki/statuses/201104822 by @hitode909)
187,2007-08-11 21:15:02,yheld,誰かがlomoのためにちゃんとしたtwitterfeedを書く
188,2007-08-11 21:15:02,ryo_grid,結構、皆さんがおもしろいアイデアを出してくれてうれしいです。 by ひらめいったー作者(@ryo_grid)
189,2007-08-11 21:15:02,masa_edw,twitterの更新頻度を視覚化
190,2007-08-11 21:27:02,yheld,Appleがtwitterを使ったキャンペーンを展開するのはどうか
191,2007-08-11 21:54:01,m_um_u,農協などの中間団体を通さないような産直購入用のポータルサイト（ってできそうだけどできないのかなぁ）
192,2007-08-11 22:03:02,m_um_u,屋内で打ち水ができる家。風呂場のタイルみたいな構造というか、二重床みたいな感じで
193,2007-08-11 22:33:02,hayamizu,もしhiramekiにスパム業者が気がついたら、という予想
194,2007-08-11 23:03:02,hitode909,誰かが俺の代わりに免許を取る
195,2007-08-11 23:24:02,Shimaken,身長145cm程度の明朗快活な女子を希望すると矢口真里（本人）がFriendになるシステム。イヤ何ならFriend以上でも！（莫迦） from @Shimaken
196,2007-08-11 23:27:48,nkoz,「今ならミニブログの女王になれる。ブログの女王より簡単」という口実でアイドルにtwitterを始めさせる
197,2007-08-11 23:42:07,ryo_grid,@hayamizu スパム業者にばれたら終わる。
198,2007-08-12 01:03:08,ryo_grid,本もPCも何の道具もない環境で、頭の中だけで楽しめる遊びや、トレーニングってないかな
199,2007-08-12 01:06:07,ryo_grid,webを操作するためのスクリプト言語(plaggerはある意味で近い)
200,2007-08-12 01:06:07,ryo_grid,リアルアバター(誰かが他人のアバターになって代わりに何かする) this brushed http://twitter.com/hirameki/statuses/201229002 by @hitode909
201,2007-08-12 01:12:01,ryo_grid,twitterでチェーンメールみたいな事する。爆発的なスピードで情報が拡散するのでは。
202,2007-08-12 02:12:01,jmuk,@ryo_grid 数学＞頭の中だけで楽しめる遊び
203,2007-08-12 02:24:01,syou6162,Perlだったらmiyagawaさん、データマイニングだったら…さん、Googleだったら…さんみたいな感じのまとめサイトとかあるといいと思うお！！
204,2007-08-12 02:27:02,aies,タンブラーの容量制限とか/dayじゃなくてper weekにしてほしい。
205,2007-08-12 02:30:03,NStyles,定期的に「仕事しろ」って言ってくれるTwitterBot
206,2007-08-12 02:39:01,hayamizu,恥ずかしい人のためのヌイッター用アカウント
207,2007-08-12 04:00:03,ryo_grid,数学は本格的にやろうと思うと紙とペンがないとダメですよねぇ。何もなくても楽しめる数学ってどんなものがありますか　to @imuk brushed http://twitter.com/hirameki/statuses/201344302
208,2007-08-12 04:18:18,lurker_, はてなIDでdankogaiの家にログインできるようにする
209,2007-08-12 04:30:05,masa_edw,ソースコード添削させろ.org
210,2007-08-12 04:51:06,ot_inc,FoxyTunes Twitter DJみたいなやつのニコ動版。
211,2007-08-12 04:51:06,nilab,自分のかわりにコーディングしてくれる子トラ型ロボット
212,2007-08-12 05:09:08,ryo_grid,思いついたんだけど、ひらめいったーで誰かが適当なタイミングでお題を出すのはどうかな。
213,2007-08-12 05:09:09,ryo_grid,世界中の老人から5円ずつお金を頂戴するシステム
214,2007-08-12 05:09:09,ryo_grid,誰かひらめいったーのユーザが増える、もしくは、投稿されるひらめきを増やすためのアイデアを考えてください(ユーザにユーザを増やす方法を考えさせるって斬新♪)。 by 作者
215,2007-08-12 05:15:13,yoosee,60歳以上の投票権を1/2に制限
216,2007-08-12 05:15:13,syou6162,めちゃめちゃ軽いアイデアも「お、これすごくね？」みたいなアイデアも同じ扱いになってるので、すごいアイデアは目につきやすいようなシステムになればもっといいかなと思います。
217,2007-08-12 05:18:12,yoosee,NHKの放映番組は全てCreativeCommonsで国内向けに公開
218,2007-08-12 05:21:12,yoosee,投稿されたアイディアに後から票を入れるシステムが欲しいところだなこれ
219,2007-08-12 05:21:12,hmori, ひらめきは、ひらめきだけを集めるというシンプルさを維持してほしい。GTDとか作業マネージメント、アイデア評価のようなシステムは別物にしてほしい。
220,2007-08-12 05:24:10,hitode909,誰かが「あいであしゅうけいしたーい」を作る
221,2007-08-12 05:24:10,hmori,ひらめきは、ひらめきだけを集めるというシンプルさを維持してほしい。GTDとかアイデア評価のようなシステムは別物にしてほしい
222,2007-08-12 05:33:17,yoosee,ひらめきの各行アイディアの横に「はてブに追加」リンクを付ける程度はどうか
223,2007-08-12 05:36:09,hitode909,誰かがここのアイデアをもとに超すごいサービスを作って「ひらめいったーのアイデアはとてもよいです」とか言う　それで広める
224,2007-08-12 05:39:13,syou6162,twitterの☆マークを利用するというのはどうか。#IM経由の人押せないけど。。。
225,2007-08-12 06:00:53,ryo_grid,気分が落ち込んだ時に話しかけると,なぐさめてくれるTwitter bot
226,2007-08-12 06:03:01,ryo_grid,ひらめいったーではてなスター使えるかも。星の数って後からAPIとかで取得できるのかな？
227,2007-08-12 06:06:02,ryo_grid,ひらめいったーでアイデアの集計をするというのはいいんだけど、何を基準に集計できるかな。
228,2007-08-12 06:27:01,ululun,早速[hirameki]でブクマを開始してみましたよ
229,2007-08-12 06:27:01,ululun,投稿されたアイディアの中から良アイディアをブクマする。
230,2007-08-12 06:42:11,ryo_grid,@hirameki vote ひらめきID とか発言することで、ひらめきに投票できるようにしたりすると、twitterで全てが完結してよさげ。
231,2007-08-12 06:42:11,Shimaken,twitterで「暑い」というつぶやきを拾って何か涼しくなるモノ送ってくれるシステム。ちゅか俺も暑い。
232,2007-08-12 06:45:02,hitode909,ゴキブリが出たときは雑誌を丸めてコーン状にして奴の進行方向に置くと暗いところが好きだから入っていくのでそれを窓から捨てるとよい
233,2007-08-12 06:51:05,ryo_grid,選挙前になると、ひらめいったーがなぜかXXX党に投票してください。とか言い出す。票まとめマシーン。
234,2007-08-12 06:51:05,ryo_grid,何かのタスクを終わらせるための、チェックリストを皆で作って共有するサービス。例えば、旅行の準備用チェックリストだとか。
235,2007-08-12 06:54:26,hayamizu,hiramekiに発言した人をfollowしてると発言がダブって邪魔。ダブらないように汁！！！
236,2007-08-12 07:03:02,oquno,Twitter百物語の開催
237,2007-08-12 07:03:02,tomokun,お風呂は能のリラックス。[モバ ]
238,2007-08-12 07:09:14,ryo_grid,検索エンジンの入力フォームから使えるシェル
239,2007-08-12 07:21:02,ryo_grid,ひらめいったーの展望についてのエントリを書いた→http://d.hatena.ne.jp/kanbayashi/20070812/p1
240,2007-08-12 07:24:07,hitode909,家庭電化製品botを作ってtwitterから操作できるようにする
241,2007-08-12 10:07:15,Sinner78, 矩形範囲で選択した中にあるチェックボックスのオンオフをワンクリックで切り替えられるようなやつ *Tw*
242,2007-08-12 10:07:15,ryo_grid,受託開発の時の、発注側と受注側の意思疎通をサポートするようなシステム
243,2007-08-12 10:07:15,ryo_grid,twitterのAPIの実装の都合上、プロフィール写真を設定していないユーザの発言はひらめいったーに取り込まれません。注意してください。
244,2007-08-12 10:07:15,Theoria,精神のマルチタスク化。脳味噌のデュアルコア化。
245,2007-08-12 10:07:15,Tatibana,試しに投稿。popup英英辞典。popup英和辞典は既に有るので。ブックマークレット形式で欲しい。
246,2007-08-12 10:07:15,Theoria,Web11.0 R7.2
247,2007-08-12 10:07:15,Theoria,CLtL2 実装会
248,2007-08-12 10:07:15,koyachi, うはーディザスターじゃｗｗｗ
249,2007-08-12 10:14:34,ryo_grid,プロフィール写真を設定してないと、twitが取り込まれないというのはウソでした。すいません。
250,2007-08-12 10:39:02,kagawa,hirameki への発言をリミックス＆マッシュアップ→異次元の hirameki
251,2007-08-12 10:45:14,ryo_grid,railsのセッションファイルがいっぱいになって、quota制限を超えてしまい、サービスが停止していた。セッションファイルを削除したら直った。と内部情報。
252,2007-08-12 10:54:03,todesking, リア充を殴る
253,2007-08-12 10:54:03,ryo_grid,見ていると眠くなるサービスってできないかな。超退屈なテキストが流れ続けるとか、羊が無限に出てくるとか。
254,2007-08-12 10:54:03,ryo_grid,どうしても眠れない夜を楽しく過ごすためのサービス
255,2007-08-12 11:21:09,sleepwalk,ひらめいったーのひらめきがRecentに表示されないようにする
256,2007-08-12 11:27:02,ryo_grid,みんなで寝るオフ会。という@MondoBiz さんのtwitを投稿してみる。
257,2007-08-12 11:27:02,ryo_grid,@sleepwalk recentに表示されないようにするってどういう意味ですか？followをやめればいいだけでは。
258,2007-08-12 17:57:02,sleepwalk,えーと… removeしちゃうとひらめきがポストできなくなるかなーと思ったんです。レート機能がついたらrecentにはレートの高いひらめきだけ表示される感じで。（表示されてないひらめきに誰がレーティングするのかって問題はありますが…）＞ryo_gridさん
259,2007-08-12 18:24:08,bto,カップヌードルの乾燥肉で焼き肉パーティ
260,2007-08-12 22:18:09,todesking, はてなも pathtraq みたいに非登録者にポップアップを出す
261,2007-08-12 22:36:02,youchan, @amachang  それ面白いね。自分の生息地域とコミュニティを選ぶとコミュニティの生息分布が出来るマッシュアップとか *Tw*
262,2007-08-12 22:36:02,amachang,JS でユーザが右クリックする率を計測する。
263,2007-08-12 22:39:07,youchan, が前じゃないとだめか。チッ（￣∑￣）＞ @ryo_grid *Tw*
264,2007-08-12 22:39:07,amachang,JS でユーザが右クリックする率を計測する。ついでに、 event.target の XPath を記録して、ユーザがどこでメニューを欲したかトラッキング
265,2007-08-12 22:48:01,youchan, つくばカンファレンス。つくばの IT ベンチャーと学生、研究者によるつくば発の IT 技術を発信するカンファレンス *Tw*
266,2007-08-12 22:51:02,teraminato,clicktaleを思い出しました。
267,2007-08-13 01:06:09,lurker_,dankogai の住所をフルパスで返す API
268,2007-08-13 01:21:06,koyachi,切腹ピストルズ
269,2007-08-13 01:33:02,fuba,駄洒落専用のひらめいったーを作る
270,2007-08-13 01:36:02,koyachi, 男闘呼グミ via youpy
271,2007-08-13 01:36:03,7z,切腹パステルズ
272,2007-08-13 01:42:02,ishibutsu,煮るバナナー
273,2007-08-13 01:45:02,NStyles,しりとり専用のTwitter bot
274,2007-08-13 01:45:03,koyachi,ふざけたバンド名シリーズ
275,2007-08-13 01:45:03,YukiN,twitterとanywhere.fmをマッシュアップ・・・。
276,2007-08-13 01:54:02,kuwavkdb, ひらめいったーはアイデアの投稿だけど、駄洒落専用とかのアイデアがでているように、 2ch のスレ立て感覚で同じ仕組みいろんな切り口を作れるしくみ。 *Tw*
277,2007-08-13 02:30:02,nean, おもしろいアイディア⇒共通タグでブックマーク（はてなとかで）⇒フィードを利用してランキング⇒人気のアイディアは SNS みたいなので分ラッシュアップ *Tw*
278,2007-08-13 02:33:01,nean, ↓う、最後、ブラッシュアップ *Tw*
279,2007-08-13 02:57:02,NStyles,サビ抜き専用レーンのある回転寿司
280,2007-08-13 03:24:02,teraminato,宝くじ大量購入者用保険(あたっても、はずれても)
281,2007-08-13 03:33:01,fukaz55,ソーシャル婦人体温計
282,2007-08-13 05:39:02,bulkneets,jabberプロトコルで最近見た全てのページに関するブクマコメントをリアルタイム通知してくれるサービス
283,2007-08-13 07:33:03,emasaka,@hirameki　表情豊かなアバターを作れるツールまたはサービス、名付けて「アバターもエクボ」
284,2007-08-13 07:42:05,kkshow,留守中の自宅で不審者を感知したら10分以内にピザが届くシステム
285,2007-08-13 07:42:06,koyhoge,コミケ限定SNS
286,2007-08-13 07:48:04,Tatibana,素敵な雑貨、小物を淡々と表示していくウィジェット。販売サイト、店舗へのリンク付き
287,2007-08-13 10:33:02,ikomaru,ジェスチャーでマウスがデュアルディスプレイのディスプレイ間をいったりきたりするアプリ
288,2007-08-13 10:39:02,ikomaru,このままアイデアがユーザーが増加すると、twitterが、hiramekiであふれてしまうので、なにかでフィルタリング。
289,2007-08-13 17:09:02,ikomaru,翻訳機能つきtwitter @japanese, @english とかのタグで、翻訳してくれて投稿できる。
290,2007-08-13 17:12:04,ikomaru,はてなのキーワードとかにリンクがはられるtwitter
291,2007-08-13 17:12:04,ikomaru,関西弁翻訳機能付きtwitter
292,2007-08-13 17:15:02,ikomaru,コマンドtwitter。twitterから、post &quot;今日の日記&quot; to mixi.とかできる。open &quot;http://www.google.com&quot;　とか。
293,2007-08-13 17:15:02,ikomaru,よくかんがえたら、twitterは流れるメッセージ自体をぼぅっと楽しむこともひとつなので、フィルタリングはいらないのか。どっちかというと、後でアイデアを整理分類したり、まとめたりするほうが重要なんかな。
294,2007-08-13 17:18:02,ikomaru,絶景共有サイト。2chまとめスレとかである、ゲームみたいな画像とかをもっとうつくしく、たのしく閲覧できるアプリ。
295,2007-08-13 17:39:01,akki91,ルー語に変換してくれるtwitter[tM]
296,2007-08-13 18:06:02,fukaz55,NHKに受信料を払って個人情報を渡すと、BSデジタルで放送している番組のモザイクが取れる
297,2007-08-13 19:51:02,ryo_grid,検索結果の計算方法をAPIなり設定でカスタマイズできる検索エンジン。決まった引数のコールバック関数を登録する感じで。
298,2007-08-13 20:12:07,ujihisa,  JOJO 好きの twitterer は語尾に j をつけて JOJO 好きをこっそりアピールしようぜ
299,2007-08-13 20:18:02,venten,便乗j
